Company,Title,Preferred Qualifications
Google,"Head of Channel Sales, Russia and CIS","Experience initiating and successfully driving new business opportunities and business development agreements.
Experience working closely with Engineering or Product teams for API and product integrations.
Maturity and accountability with experience engaging with senior external and internal stakeholders.
Ability to understand the complexities surrounding technology integrations for partners.
Strong execution skills with ability to deliver high quality, timely results across multiple projects involving broad range of internal and external stakeholders.
Excellent strategic thinking, commercial judgment and analytical skills allowing to develop strategic recommendations and operational plans."
Google,"Associate Account Strategist, GMS Sales and Services, University Graduate","Experience in sales, marketing, consulting or customer support.
Experience or interest in online advertising, analytics and social media.
Effective problem-solving and analytical skills, with the ability to see both detail and big picture challenges.
High tolerance for ambiguity, with the ability to operate in a fast-paced, dynamic environment. Effective resourcefulness in mining available knowledge bases to find answers and solutions.
Proactive, independent worker with the capacity to lead, motivate and work well with others."
Google,"Associate Account Strategist (Romanian), Google Marketing Solutions Sales","Experience with leading and motivating.
Experience managing and customizing experience to a customer base.
Ability to work well with your team and others.
Proven ability to multi-task and manage multiple projects at a time while paying attention to detail.
Proactive, independent worker who is highly organized and interested in the difference they can make through their individual contribution.
Interest in working toward strategic goals."
Google,"Sales Engineering Manager, Shared Services, Google Cloud","Master's degree in Computer Science and/or a MBA.
Experience in a People Management role - managing a team, attracting and growing talent.
Understanding of solution architecture within web and mobile environments and technical experience of web/internet related technologies, architecture across Software/Platform/Infrastructure-as-a-Service (SaaS, PaaS and IaaS) and competitive cloud productivity suites.
Ability to effectively present to both technical and non-technical audiences, engaging C-Level in business and technology transformation.
Demonstrated ability to inspire and grow teams to their full potential in a sales environment.
Goal oriented, self-motivated individual who is confident, thorough, and tenacious. Demonstrated organizational and project management capabilities."
Google,"Head of Professional Services (English, French)","Experience in application/workload migration with cloud-based enterprise solutions (e.g. AWS, Azure or Google Cloud Platform, etc).
Demonstrated experience in account management, client service and/or management consulting
Experience in working with channel partners, systems integrators, and third party developers to deliver successful solutions.
Demonstrated ability to present technical materials effectively to diverse stakeholder groups, and to engage effectively with senior executives of large enterprises on both technical and non-technical matters.
Ability to work effectively with a cross-functional and geographically dispersed team and customer base."
Google,"Field Sales Representative, Google Cloud","4 years of experience selling Platform/Infrastructure-as-a-Service (PaaS/IaaS) with experience working towards strategic business goals in the technology industry.
Experience in Technical and/or Sales Engineering in Computer Science or Information Systems. Experience using CRM systems such as Salesforce.com.
Demonstrated ability to speak credibly about PaaS and IaaS, and perform basic technical qualifications.
Ability to build influential relationships and deliver results in a cross-functional environment.
Ability to effectively operate with flexibility in a fast-paced, dynamic team environment.
Excellent written and verbal communication/presentation, strategic and analytical skills, with the ability to plan, present and execute a territory sales strategy."
Google,"Vendor Strategy Manager, Google Technical Services","7 years of experience in the outsourcing industry. Experience in direct vendor management, setting and driving vendor strategy, process improvement, contracting and commercial negotiations.
Ability to problem solve, find solutions, make things happen and to manage projects across multiple stakeholders and geographies. Ability to collaborate and to develop partnerships effectively.
Demonstrated self starter, with a customer focus and the ability to thrive in an ambiguous environment.
Demonstrated understanding of customer support verticals.
Effective communication skills with the ability to manage and influence senior stakeholders."
Google,Account Manager,"Experience working towards strategic goals in a fast-paced environment.
Advanced level of proficiency in spreadsheet and presentation tools.
Ability to strategically think and analyze the needs of clients.
Excellent business sense, problem solving, project management and analytical skills.
Excellent written and communication skills."
Google,"Mobile Web Specialist, LCS Central Europe (German)","Extensive experience working with large clients and partners across different levels and cross-functional stakeholders.
Experience with diagnosing and improving mobile website load speed. Experience giving UX advice and proposing a/b testing plans.
Experience with Next Generation mobile web technologies like Accelerated Mobile Pages (AMP), Progressive Web Apps (PWA), Payments APIs, Identity APIs, https and interest in the next wave of digital touchpoints (Voice, Google Assistant).
Understanding of mobile web development (HTML, CSS and JavaScript experience).
Demonstrated ability to influence in regards to mobile and to drive tangible impact for large corporate organizations.
Passion for a faster and better mobile Web."
Google,"Field Sales Representative, Google Cloud","10 years of experience in a sales or business development role for IaaS or PaaS technology, with a demonstrated record in reaching and exceeding strategic goals in the technology industry.
Experience using CRM systems (e.g. Salesforce.com, etc).
Technical or sales engineering experience in a Computer Science or Information Systems-related role.
Demonstrated ability to speak credibly about platform- and infrastructure-as-a-service, and to perform basic technical qualification. Ability to plan, pitch, and execute a territory sales strategy.
Ability to build influential relationships and to deliver results in a cross-functional/matrixed environment. Ability to effectively operate with flexibility in a fast-paced, constantly evolving team environment.
Effective written and verbal communication and presentation skills, and excellent strategic and analytical thinking skills."
Google,"Enterprise Customer Development Representative, Google Cloud (Italian)","Experience or internship in sales, customer support, account management, business analysis, marketing or consulting, in the technology industry.
Technically minded, with a understanding of the technology and cloud computing market, and a passion for Google Cloud products (G Suite, Google Cloud Platform).
Ability to effectively operate with high energy and flexibility in a fast-paced, constantly evolving team environment.
Ability to build influential relationships and deliver results in a cross-functional/matrixed environment.
Goal oriented, self-motivated individual who is confident, thorough, tenacious with strong analytical skills. Demonstrated organizational and project management capabilities.
Strong communication and presentation skills, both written and verbal."
Google,Head of Creative Agencies,"Experience with sales/operations management and strategic planning.
Experience with multi-year agreement/program negotiation and development.
Knowledge of digital/traditional creative media and relevant software.
Understanding of agencies, their organizational structure, and business models in the South African market.
Demonstrated presence within the advertising industry, with the ability to effectively establish and cultivate C-Level relationships. Demonstrated creative, leadership and interpersonal skills.
Excellent presentation, copywriting and written/verbal communication skills."
Google,"Inside Sales and Customer Growth Representative, Google Cloud","Demonstrated track record in reaching and exceeding sales goals in the technology industry, ideally with SaaS, PaaS or IaaS products.
Ability to effectively operate with high energy and flexibility in a fast-paced, constantly evolving team environment.
Ability to build influential relationships and deliver results in a cross-functional/matrixed environment.
Goal oriented, self-motivated individual who is confident, thorough, and tenacious. Analytical, detail-oriented and able to “zoom” in/out from the big picture to the minutiae. Demonstrated organizational and project management capabilities.
Technically minded, with understanding of the technology and cloud computing market, and a passion for Google Cloud products (G-Suite, Google Cloud Platform).
Effective communication and presentation skills, both written and verbal."
Google,"Account Manager, Branding","Ability to take initiative and to work independently and within a team.
Ability to learn about new processes and concepts with a strong sense of curiosity.
Strong analytic skills with the ability to relate results to client business objectives."
Google,"Enterprise Customer Development Representative, Google Cloud (English, Korean)","Experience or internship in sales, customer support, account management, business analysis, marketing or consulting in the technology industry.
Technically minded, with a understanding of the technology and cloud computing market, and a passion for Google Cloud products (G Suite, Google Cloud Platform).
Ability to effectively operate with enthusiasm and flexibility in a fast-paced, constantly evolving team environment.
Ability to build influential relationships and deliver results in a cross-functional/matrixed environment.
Goal oriented, self-motivated individual who is confident, thorough, tenacious with strong analytical skills. Demonstrated organizational and project management capabilities.
Strong communication and presentation skills, both written and verbal."
Google,"Data Science Analyst, Revenue Strategy and Operations, Google Marketing Solutions","Master's degree in Statistics, Computer Science, Mathematics.
Experience with languages R and SQL.
Impeccable business judgment, with distinctive problem solving and analysis skills.
Capable of translating analysis results into business recommendations
Effective written and verbal communication skills."
Google,"Associate Account Strategist, Global Customer Experience (Italian)","Experience in sales, account management, marketing or consulting.
Experience in customer service (troubleshooting and/or resolving customers queries).
Demonstrated ability to multi-task and manage multiple projects with attention to detail.
Ability to lead and/or motivate others around you."
Google,"Partner Specialist, SMB, Google Cloud","Experience in Software-as-a-Service (SaaS) or cloud IT infrastructure sales. Experience working towards strategic business goals and familiarity with sales reporting tools.
Experience with the cloud partner ecosystem, including System Integrators (SIs)/Service Providers (SPs), Independent Software Vendors (ISVs), Telcos and web or other partners, such as web hosting companies that are serving SMBs at scale.
Experience developing growth initiatives, running experiments and developing conclusions based on data.
Highly analytical with effective problem solving skills, capable of translating analysis into actionable plans. Demonstrated organizational, leadership, project management and execution capabilities.
Excellent attention to detail, entrepreneurial, creative, persistent, highly collaborative and an understanding of Google products."
Google,"Strategic Partner Manager, Carrier","Experience planning and managing at both strategic and operational levels within a carrier sales environment.
Experience in Business Development and Sales in a fast-paced environment with mobile devices and services.
Experience working in the industry within Italy. Established relationships and presence within the telecomunications sector.
Ability to manage ambiguity, solve complex problems and scale effectively across a large organization. Excellent communication and presentation skills.
Demonstrated strategic and analytical sales approach with focus on building relationships with clients.
Effective analytical and project management skills."
Google,Account Strategist (Hebrew),"Experience in the media and advertising sector. Experience of working with digital advertising products.
Demonstrated ability to work cooperatively and proactively with both internal and external stakeholders.
Advanced level of proficiency with spreadsheets/analysis, with the ability to put together effective presentations.
Demonstrated attention to detail, organized and thorough with a desire for continuous improvement.
Highly analytical with demonstrated analytical and research skills.
Effective written and verbal communication skills."
Google,"Partner Sales Manager, Go-to-Market Partnerships, Google Cloud","MBA degree.
Experience with hyperscale cloud computing.
Experience collaborating with Cloud Partners.
Experience in consultation delivery with enterprise software engagements.
Understanding of foundational cloud technologies (e.g., network, compute, database, middleware, visualization, etc.).
Excellent partner/channel pipeline development and management skills, with proven ability to deliver Go-to-Market strategies."
Google,"Shopping Specialist, Large Customer Sales (English, Mandarin)","Experience creating online marketing and advertising strategies for performance focused clients.
Experience presenting to clients and stakeholders, at ease working in multicultural, cross-functional teams.
Knowledge of Google Shopping (Feed Management and Campaign structures).
Knowledge of third-party AdTech providers (Marin, Kenshoo, Adobe etc).
Demonstrated ability to influence clients and build strong client relationships."
Google,"Account Manager, Google Cloud Platform","Frontline sales experience.
Demonstrated understanding of the entire suite of Google Cloud products.
Understanding of cloud computing customer business drivers.
Ability to isolate issues and gather necessary resources to meet customer needs.
Effective pitching and presentation skills."
Google,"Android Platform Partnerships Lead, Android and Play Business (French)","Experience with ongoing partner relationship management.
Ability to serve as an advocate for accounts internally and work collaboratively to identify opportunities or resolve issues.
Ability to represent Google in agreement discussions and structure terms to achieve strong ongoing partner alignment.
Ability to interpret legal documents and work with attorneys on specific contract language."
Google,"Account Manager, Display, Media Buying Solutions (Italian)","Experience in the ad tech market in a sales role or as a user.
Experience in the use of programmatic ad buying tools.
Experience in working with a strategic and analytical sales approach, with a track record of building lasting customer relationships.
Well-organized, analytical and capable of handling multiple ad hoc requests simultaneously.
Excellent organizational, analytical, influencing and presentation skills."
Google,"Account Manager, App Developer Sales","Demonstrated Interest in sales, and in working with and educating new advertisers.
Demonstrated record of exceeding strategic goals.
Demonstrated self-starter who thrives in a team environment.
Proactive, organized, responsible, and with a proven ability to work well in a team.
Effective communication skills, with the ability to pitch comprehensive advertising solutions through a range of mediums (e.g. phone, etc)."
Google,"Cloud Manager (German), Inside Sales","Experience in marketing or sales support, in developing product, solution messaging, narratives and value propositions.
Experience using CRM systems, e.g. Salesforce.com.
Understanding of the technology and cloud computing market, and experience with Google Cloud products (G Suite, Google Cloud Platform).
Demonstrated ability to work towards strategic goals.
Ability to work in a fast-paced and dynamic environment.
Excellent organizational, analytical and teamwork skills."
Google,"Associate Account Strategist (Czech/Slovak), Sales, Google Marketing Solutions","Experience with leading, motivating and working well with others.
Demonstrated experience in managing and customizing experience to a customer base.
Proven ability to multi-task and manage multiple projects at a time while paying strict attention to detail.
Proactive, independent worker who is highly organised and interested in the difference they can make through their individual contribution.
Interest in working against an assigned quota."
Google,"Technical Solutions Consultant, Android Automotive, Android Partner Engineering","Experience with Android application development.
Experience managing multiple customers and streams of work.
Experience working with low level or embedded systems. Familiarity with Linux kernel, device driver APIs, and chipsets.
Demonstrated creative problem-solving approach with excellent analytical skills.
Excellent communication and project management skills.
Knowledge of Internet technologies such as TCP/IP, HTTP, RESTful APIs."
Google,"Field Sales Representative, Google Cloud","10 years of experience selling IaaS or PaaS with a demonstrated track record in reaching and exceeding sales goals in the technology industry. Experience using CRM system such as Salesforce.com.
Technical or sales engineering experience in Computer Science or Information Systems
Demonstrable ability to speak credibly about platform- and infrastructure-as-a-service, and perform basic technical qualification
Ability to build influential relationships and deliver results in a cross-functional/matrixed environment.
Excellent written/verbal communication/presentation skills, and strong strategic and analytical thinking skills, with the ability to plan, pitch, and execute a territory sales strategy
Ability to effectively operate with flexibility in a fast-paced, constantly evolving team environment."
Google,"Field Sales Manager, Google Cloud","10 years of sales experience in Software-as-a-Service (SaaS) and/or IaaS marketplace.
Experience in developing a repeatable sales model.
Experience with the use of SFDC.
Understanding of a Scaled Sales Model with implementation experience."
Google,"Associate Account Strategist (Hungarian), GMS Sales","Experience with leading and motivating. Ability to work well with your team and with others.
Demonstrated record in managing and customizing experience for a customer base.
Ability to multi-task and to manage multiple projects at a time while paying strict attention to detail.
Ability to work toward strategic targets.
Ability to work independently whilst being highly organized and committed to making a difference through individual contribution."
Google,"Analytical Consultant, Auto (English, Russian)","Experience working with Google platforms (AdWords campaigns, Google Analytics), with an understanding of application and web analytical systems, bidding strategies, YouTube formats and tracking.
Experience in a consultative sales role, presenting to C-Level audiences.
Experience in data and marketing analysis.
Excellent project management, interpersonal and organizational skills, as well as effective analytical and problem-solving skills."
Google,Online Sales Account Manager (Portuguese),"Detail-oriented with the ability to prioritize, plan, and organize sales activity.
Self-motivated, with the ability to seek additional business growth opportunities."
Google,"Partner Growth Lead, Global Technology Partnerships (English, German)","Understanding of public cloud solutions across Software-as-a-Service (IaaS), Platform-as-a-Service (PaaS) and Infrastructure-as-a-Service (IaaS) markets.
Technical understanding of foundational cloud technologies (network, compute, database, middleware, visualization, etc).
Existing relationships with cloud and/or IaaS ISVs and industry knowledge of System Integrators (SIs)/Service Providers (SPs) and ISVs.
Effective partner pipeline development and management skills, with the ability to present Go-to-Market strategies.
Excellent written and oral communication skills."
Google,"Enterprise Customer Development Representative, Google Cloud (Spanish)","Experience or internship in sales, customer support, account management, business analysis, marketing or consulting, in the technology industry.
Technically minded, with a understanding of the technology and cloud computing market, and a passion for Google Cloud products (G Suite, Google Cloud Platform).
Ability to effectively operate with high energy and flexibility in a fast-paced, constantly evolving team environment.
Ability to build influential relationships and deliver results in a cross-functional/matrixed environment.
Goal oriented, self-motivated individual who is confident, thorough, tenacious with strong analytical skills. Demonstrated organizational and project management capabilities.
Strong communication and presentation skills, both written and verbal."
Google,"Mobile UX Lead, Large Customer Sales (English, Mandarin)","Experience working and advising customers on their mobile strategy
Performance-focused and product knowledge in the mobile space.
Demonstrated ability to influence decision makers using consultative sales skills with C-levels and building client relationships.
Ability to analyze complex advertiser performance data through tools such as Google AdWords and Analytics.
Effective strategic and analytical capabilities, with creativity and readiness to roll-up sleeves to drive success/impact."
Google,"BOLD Intern, Summer 2018","Analytical skills and an interest in taking on business problems.
Interpersonal and organizational skills, with the ability to navigate an ambiguous environment.
Interest in the technology industry and Google’s business."
YouTube,"Product Marketing Manager, YouTube","MBA degree in a related field.
Experience developing and executing marketing strategy successfully while collaborating cross-functionally and building consensus.
Experience in planning and rolling out large-scale/global marketing campaigns, with the ability to identify and implement scalable process improvements using a data-driven approach.
Proven problem-solving and analytical capabilities, with the ability to develop creative/non-traditional solutions for challenging, undefined problems.
Passion for working with technology products and solving consumer needs."
Google,"Program Manager, Web Producer, Google Cloud","Knowledge and/or practical experience with Content Management Systems, HTML, JS, Angular, Android, Marketo, Salesforce, web apps, payment systems and API integration.
Experience with scoping and managing the build of marketing sites and/or event sites.
Ability to scope projects, write briefs, build schedules, write SOWs, and open POs (experience working with task management and productivity suites).
Effective leadership, communication, analytical, quantitative reasoning, problem solving, creativity and strategic skills.
Ability to work in an agile work environment."
Google,"Social Marketing Manager, Google Social Lab","5 years of building social presence for a global consumer brand
Successful track record of building strong social momentum and adoration for brands
Proven track record of demonstrating impact of social marketing programs against business goals
Ability to influence at all levels and work effectively across functions and geographies. Ability to lead non-hierarchical, cross-functional working teams who don’t report into this role.
Ability to lead and collaborate with creative, social, and media agencies; knows how to inspire and align different agencies to our vision and goals"
Google,"Product Specialist, New Hardware Devices and Platforms, Google Play","Global experience in launching and maintaining new products and platforms.
Demonstrated experience working with Product Management and Engineering teams and experience working within cross-functional PM/Engineering teams to scope requirements, build and rollout new product features and capability for a user-facing commercial organization.
Strong user focus and experience in delivering high-quality user experiences.
Knowledge of and experience with eCommerce and global/regional best practices.
Ability to advise on strategies and product requirements to enhance platform-level merchandising capabilities.
Strong analytical skills; ability to analyze research or performance data, develop insights and apply insights to optimize Merchandising strategy."
Google,"Partner Marketing Manager, Google Cloud","Computer Science or development experience.
Experience managing external creative agencies, events vendors, and international projects.
Experience in the business technology market and expertise in working closely with channel partners or partner organization to develop business.
Understanding of the enterprise software purchase, development and implementation cycles.
Strong project management skills.
Excellent quantitative reasoning, creativity and strategic skills."
Google,"Operations Manager, International and COO Communications, Google Cloud","Established media relationships and a solid understanding of cloud technologies.
Strong sense of accountability and ownership, combined with ability to delegate, motivate and develop team members.
Ability to deliver high quality work while managing multiple projects.
Strong research and analytical skills, with the ability to quickly identify trending topics and issues with a defined point of view.
Ability to engage with senior executives and leadership teams with excellent written and verbal communications skills.
Excellent editing and writing skills."
Google,Business Intern 2018,"Previous internship experience in Sales, Advertising, Consulting, Analysis, Customer Service, Marketing or related fields."
Google,"Live Show Producer, Events and Experiences","Experience in producing large scale live events.
Background in creative visual storytelling and experience with live show and video production, with a passionate for brands, stories, ideas, events, theatre, environments and live/physical design.
Experience either on the agency side producing large scale events or background in theatre production.
Strong leadership and executive presence and experience interfacing with and influencing senior leaders.
Ability to motivate and encourage others towards a common goal.
Self-motivated and articulate. Demonstrated and exceptional communication (both verbal and written), interpersonal and organizational skills."
Google,Business Intern 2018,"Previous internship experience in Sales, Advertising, Consulting, Analysis, Customer Service, Marketing or related fields."
Google,"MBA Intern, Summer 2018","Interest in the technology industry and Google’s business.
Demonstrated critical thinking skills and independent motivation.
Excellent project management, interpersonal and organizational skills, with the ability to drive and implement ideas in a changing environment.
Analytical skills, and ability to solve highly strategic and difficult business problems."
Google,"Head of Field Marketing (North Asia), Google Cloud","Experience in Computer Science or development.
Experience in project management; managing external creative agencies, events vendors and international projects.
Experience planning and executing multiple, complex marketing programs including budget management.
Knowledge of platforms such as Python, PHP, .NET, Java and cloud technologies.
Familiarity with marketing and web analytics, CRM systems (Salesforce or similar) and tracking tools to assess campaign effectiveness.
Ability to communicate technical concepts to technical and non-technical audiences. Ability to interact effectively with technical people and technologies."
Google,Business Intern 2018,"Previous internship experience in Sales, Advertising, Consulting, Analysis, Customer Service, Marketing or related fields."
Google,"Communications Manager, Ads and Commerce","Experience working for digital marketing companies.
Online advertising industry knowledge.
Demonstrated ability to work calmly and maintain good judgment in fast-paced environments.
Ability to think, plan and execute on multiple projects simultaneously in an organized fashion.
Ability to work cross-functionally with colleagues in different countries and understand cultural differences.
Proven communicator with excellent written and verbal communication skills."
Google,"Product Marketing Manager, IoT, Google Cloud Platform","Experience in marketing with IoT or streaming analytics technology.
Experience in building creative assets and marketing content.
Experience in planning and actioning multiple, complex marketing programs including budget management.
Demonstrated ability as a product or technology advocate, with the ability to collaborate with engineering and marketing teams.
Excellent communication and organizational skills."
Google,Business Intern 2018,"Previous internship experience in Sales, Advertising, Consulting, Analysis, Customer Service, Marketing or related fields."
Google,"Merchandising Manager, Games, Google Play (English, Russian)","Experience working in function or company focused on mobile gaming.
Ability to analyze research or performance data and analyses to optimize merchandising strategy.
Ability to work with partners to develop co-promotion or cross-promotion strategies and campaigns.
Ability to advise on strategies and product requirements to enhance merchandising capabilities.
Effective analytical and communication skills, with a collaborative working approach."
Google,Business Intern 2018,"Previous internship experience in Sales, Advertising, Consulting, Analysis, Customer Service, Marketing or related fields."
Google,MBA Intern 2018,"Work experience prior to the MBA program in Sales, Advertising, Consulting, Analysis, Customer Service, Marketing, Finance, Technical Sales and Operations, or related fields.
Demonstrated problem-solving skills, with the ability to handle highly strategic and challenging business problems.
Demonstrated interest in the Internet and Google's technology and business.
Ability to operate as a self-starter and independent thinker.
Excellent project management, interpersonal and organizational skills, with the ability to drive and implement ideas in a changing environment.
Effective written and verbal communication skills."
Google,"Product Marketing Manager, Google Play, Japan (English, Japanese)","Understanding of Google's strategic, competitive position, search, online advertising, or web publishing markets.
Excellent problem solving and analytical skills with a high degree of analytical rigor.
Solid organizational skills with ability to manage and coordinate projects that span multiple locations.
Passion for mobile gaming.
Outstanding written and oral communication skills in Japanese and English."
Google,"BOLD Intern, Summer 2018","Analytical skills and an interest in taking on business problems.
Interpersonal and organizational skills, with the ability to navigate an ambiguous environment.
Interest in the technology industry and Google’s business."
Google,"Industry Public Relations Manager, Google Cloud","Established media relationships and a solid understanding of cloud technologies.
Strong sense of accountability and ownership, combined with ability to delegate, motivate and develop team members.
Ability to deliver high quality work while managing multiple projects.
Strong research and analytical skills, with the ability to quickly identify trending topics and issues with a defined point of view.
Ability to engage with senior executives and leadership teams with excellent written and verbal communications skills.
Strong, clear writing style and excellent editing skills."
Google,"Partner Public Relations Manager, Google Cloud","Established media relationships and a solid understanding of cloud technologies.
Strong sense of accountability and ownership, combined with ability to delegate, motivate and develop team members.
Ability to deliver high quality work while managing multiple projects.
Strong research and analytical skills, with the ability to quickly identify trending topics and issues with a defined point of view.
Ability to engage with senior executives and leadership teams with excellent written and verbal communications skills.
Strong, clear writing style and excellent editing skills."
Google,"Communications Manager, Developer and Emerging Ads","Experience working for digital marketing companies.
Knowledge of the online advertising industry.
Demonstrated ability to operate efficiently and maintain good judgment in fast-paced environments.
Ability to think, plan and execute on multiple projects simultaneously in an organized fashion.
Ability to work cross-functionally with colleagues in various countries and an understanding of cultural differences.
Effective written and verbal communication skills."
Google,"Product Marketing Manager, IoT, Google Cloud Platform","Experience in marketing with IoT or streaming analytics technology.
Experience in building creative assets and marketing content.
Experience in planning and actioning multiple, complex marketing programs including budget management.
Demonstrated ability as a product or technology advocate, with the ability to collaborate with engineering and marketing teams.
Excellent communication and organizational skills."
Google,"Product Manager, Growth, Waze","Experience managing results driven advertising campaigns for large, complex clients with proficiency in online measurement, operations, ad networks, DSPs, digital video and/or Google platforms.
Experience influencing stakeholders to implement recommendations
Knowledge of online products, user behavior and product analytics tool.
Demonstrated ability to structure analyses and draw data-driven insights."
Google,"Associate Product Marketing Manager Program (APMM), Japan Hardware Marketing","Experience in management consulting, banking, or another role requiring rigorous analytical problem solving and quantitative analysis.
Demonstrated understanding of Google's products and the broader technology industry.
Demonstrated analytical success. Demonstrated capacity for developing and understanding strategy.
Penchant for technology, with demonstrated creativity and leadership skills to execute effectively. Ability to communicate findings to senior management.
Effective written and verbal communication skills, distinctive problem solving and analysis skills, and strong interpersonal skills, as well as impeccable business judgment."
Google,"Internal Communications Manager, Ads and Commerce","Graphic design abilities with excellent creative and visual skills, including slide design, with experience using Google Slides or other presentation software.
Demonstrated ability to work calmly and maintain good judgment in fast-paced, high-stress environments.
Effective team player who can lead efforts across disciplines.
Proven communicator - excellent written and verbal communications skills."
Google,"Global Campaigns Manager, Google Cloud (Apigee)","Experience designing, building, and launching successful B2B enterprise software lead and demand generation campaigns.
Expertise with ABM tactics as well as email, search, display and social marketing techniques.
Strong knowledge of measurement approaches including multi-touch attribution.
Problem-solver with the ability to run analyses, track metrics, and find creative ways to optimize performance. Expertise with marketing optimization programs and website analytics.
Proven project management skills, e.g. managing cross-functional teams, external creative and media agencies, and marketing vendors. Ability to create effective relationships to influence and collaborate, across all levels."
Google,"Content Strategist, Consumers, Google Technical Services","BA/BS degree in English or Journalism.
8 years of experience in online content production, editing, or marketing communications for consumer-focused communications.
Demonstrated understanding of user experience principles, rich media and social media.
Experience writing inspiring, benefit-oriented, consumer-focused copy.
Excellent communication and interpersonal skills; ability to build strong relationships with cross functional partners and to mentor junior team members.
Excellent problem-solving skills and impeccable business judgment."
Google,"Customer Growth Marketing Manager, Google Cloud","Experience collaborating cross-functionally and building consensus amongst multiple senior stakeholders.
Experience in management consulting, corporate strategy, investment banking or other role with a focus on analytics and strategic thinking.
Passion for building new products and businesses.
Ability to think strategically and and deliver high-quality work in a fast past environment.
Distinctive problem-solving, strategic, and analytical capabilities. Demonstrated capacity to roll out complex, data-driven marketing campaigns.
Skilled communicator with strong written and verbal communication and interpersonal skills, including both professional and casual style of communication."
Google,MBA Intern (Korean-English Bilingual) 2018,"3 years of relevant work experience in the areas of mobile apps and games, mobile business, distribution channels, and competitive landscape.
Demonstrated passion for mobile apps and games, mobile technology, and the broader mobile business.
Excellent analytical skills, with the ability to overcome strategic business challenges.
Excellent critical-thinking skills, with the ability to demonstrate and maintain self-motivation."
Google,"Product Marketing Manager, Databases, Google Cloud","Experience in planning and actioning multiple complex marketing programs, including budget management.
Experience with enterprise SaaS and cloud infrastructure products and offerings.
Experience in building creative assets and marketing content.
Demonstrated ability as a product or technology advocate, with the ability to collaborate with engineering and marketing teams.
Proven ability as a product or technology advocate with outstanding written and oral communication skills and strong organizational skills."
Google,Communications Manager (Full-time/Part-time),"Experience in strategic planning, communications activities, and dealing with senior management and stakeholders.
Demonstrated understanding of technology issues, or an ability to learn about them quickly. Understanding of the media and entertainment industries.
Ability to think, plan and execute on multiple projects simultaneously in an organized fashion, as well as to work in a start-up environment.
Ability to work calmly and to maintain good judgment in a fast-paced environment, as well as the ability to escalate appropriately. Work with colleagues in different countries and understand cultural differences.
Excellent written and verbal communications skills, with careful attention to detail and the ability to deliver communications plans."
Google,MBA Intern 2018,"Work experience prior to the MBA program in Sales, Advertising, Consulting, Analysis, Customer Service, Marketing, Finance, Technical Sales and Operations, or related fields.
Demonstrated problem-solving skills, with the ability to handle highly strategic and challenging business problems.
Demonstrated interest in the Internet and Google's technology and business.
Ability to operate as a self-starter and independent thinker.
Excellent project management, interpersonal and organizational skills, with the ability to drive and implement ideas in a changing environment.
Effective written and verbal communication skills."
Google,"Central Strategy and Operations Lead, Cloud Marketing","MBA degree.
Experience with consulting.
Ability to build collaboration, credibility and relationships quickly across functions and levels.
Ability to multi-task and advance activities across concurrent workstreams. Ability to work in a dynamic, fast-paced environment.
Strong project management skills and attention to detail.
Excellent communication skills with a demonstrated ability to communicate complex concepts concisely and clearly."
Google,"MBA Intern, Summer 2018","Interest in the technology industry and Google’s business.
Demonstrated critical thinking skills and independent motivation.
Excellent project management, interpersonal and organizational skills, with the ability to drive and implement ideas in a changing environment.
Analytical skills, and ability to solve highly strategic and difficult business problems."
Google,Business Intern 2018,"Previous internship experience in Sales, Advertising, Consulting, Analysis, Customer Service, Marketing or related fields."
Google,Media Research Manager (English and Turkish speaker),"MS or PhD in a related field with a quantitative emphasis.
Experience in consumer insights, advertising effectiveness research and audience measurement (including online advertising) and expertise with a wide variety of methodologies.
Strong leadership and project management skills, with the ability to manage multi-country projects.
Deep interest in online advertising, digital media consumption patterns and branding measurement."
Google,"SEO Strategist, Online Experience, Google Cloud","Experience with scripting languages and an advanced understanding of spreadsheet software (pivot tables, lookup function and conditional functions).
Experience with WebGL and JavaScript libraries (e.g. Closure, AngularJS, Greensock) and Canvas/CSS animation.
Experience working in a fast paced environment, with attention to detail, including the ability to work independently, proactively make recommendations, and to work with high-level stakeholders.
Demonstrated leadership and self-direction. Willingness to both teach others and learn new techniques.
Effective problem solving and analytical skills, with the ability to dig extensively into metrics and analytics.
Effective communication skills, including the ability to take complex, ambitious topics and create compelling narratives for different audiences."
Google,Business Intern 2018,"Previous internship experience in Sales, Advertising, Consulting, Analysis, Customer Service, Marketing or related fields."
Google,"Americas Books Merchandising Manager, Google Play","Knowledge of and experience with online merchandising best practiceStrong analytical skills; ability to take apart research or performance data, draw insights and apply those insights to optimize merchandising strategy
Ability to advise on strategies and product requirements to enhance merchandising capabilitiesTrack record for successful prioritization, meeting critical deadlines, and enthusiastically taking on challenges with an eye toward problem solving
Ability to influence without authority, working with technical and cross-functional teams who do not report into this role to get things doneExperience managing a small team
Strong verbal and written communication skills, especially across multiple regions/time zones"
Google,Internal Executive Communications and Event Producer,"Experience with script writing.
Experience managing agencies and employees for an in-house creative team and/or serving as a client manager at an agency.
Proficiency in presentation software, video production, and live meeting production.
Demonstrated ability to work calmly and maintain good judgment in fast-paced, dynamic environments.
Ability to interact with executives.
Excellent written and verbal communications skills."
